Username	Category	#Followers	#Followees	#Posts
blacphoenix	other	1426	1272	576
bennicullen	other	1300	498	319
azmythunofficial	other	2006	1547	1454
castrocomics	other	1081	2957	308
erwinspek	other	2075	354	1032
baggiofanclub	other	4373	468	290
easleteam	other	2036	1475	498
bettinanem	other	1339	565	404
capondesign	other	2516	1211	566
alessandratambara	other	11411	3678	495
bambambaklava	other	1528212	505	2104
baracatr	other	9124	5140	629
dressforsuccess	other	23455	802	938
carlao_nabatalha	other	50749	297	697
corporateminority	other	8770	3874	553
arl_pearls	other	9971	5397	321
alexfuerst.de	other	1012	327	292
flipeye_	other	1178	906	518
carlilloyd	other	863779	947	1155
authortsopko	other	1579	113	1155
artsycraftsymom	other	3460	1683	415
dupeeconquerer	other	1061	676	526
bleepbleeps	other	5725	4333	706
ceo_zinorapheal	other	4210	1833	367
ecsupplyinc	other	9138	3181	962
buttermybooks	other	19807	731	399
aloette_hollywood	other	4070	330	539
dj.rossanafox	other	2381	1615	1096
djericmfa	other	1161	552	536
chocolatepapi26	other	1288	2228	1552
flowstreetyt	other	91073	198	328
amareisreal	other	411764	318	738
afromamanyc	other	1110	2313	514
crompton_partners	other	1521	249	733
amandajoywrites	other	10611	984	735
destroyboysband	other	5353	194	496
charlesvnguyen	other	41308	864	2190
falconbeauty	other	3219	210	510
carmineluino	other	4107	3577	570
edieeckman	other	1466	319	344
alittlebitofgloss	other	12306	7340	560
breakfastatlillys	other	41355	1833	772
djn.o	other	4876	5210	7665
artcuriouspod	other	1375	867	762
canaltech	other	81436	1000	1087
eliasgabrieloficial	other	5716	3332	568
cersire	other	2393	1865	839
annlouisegittleman	other	1369	225	461
blondiesnails	other	1057	123	721
afrugalchick	other	1175	180	1038
daniellearcecomedy	other	2069	1097	2553
dailytekk	other	5418	96	284
beautyexpert_caroline	other	1870	6443	514
aboutfacephilly	other	2265	294	766
7marketz	other	1323	1584	193
benny1907	other	22650	169	292
drikadoesdis	other	3865	995	1898
echofoxgg	other	26010	25	773
christinehassler	other	35668	1675	1871
caroline_south	other	127313	251	1171
anime_goth	other	4057	1621	1623
cemporcentosafadoes	other	34877	743	3259
adon_marcus_ifbb_pro	other	2162	7265	561
ace_dolla773	other	2850	4088	2067
ayecrtv	other	3130	1179	589
945ksmb	other	3556	1921	596
carmenbelgar	other	3180	2745	321
art_by_farisroslan	other	1197	595	305
bruno_bosse	other	2035	1759	699
catcountrymornings	other	1964	703	231
festivalsquad	other	19360	7314	699
fitmama__perry	other	4650	734	448
duckwrth	other	56463	846	557
albrittonday	other	1825	1172	749
barcastores	other	8486	874	562
disneytravelsecrets	other	1843	393	612
clearlenscloth	other	2037	4603	376
dionleevocal	other	41366	2796	662
beautyandthevlog	other	16248	2844	825
bossfidence	other	10158	5247	315
_nina_garcia	other	1819	974	1025
debbie_sues_views	other	1286	3268	337
anakarinavillalba	other	42477	6023	1488
chrisbeykhun	other	1268	2180	966
booksandwine	other	1658	630	1040
aychristene	other	2672	936	1239
chrisjastrzembski	other	27055	274	848
daomeybranduk	other	10588	3261	362
beckywillis	other	4566	3037	791
cameshagosha	other	1302	995	900
dalladiercunha	other	6281	955	3134
chrisvalentine17	other	3883	477	503
banksesports	other	1079	859	846
clataclata	other	2389	974	2414
distortedd_	other	100125	286	461
biggame_08	other	100749	891	604
court_stanford	other	6823	999	306
davidortiz	other	1743875	163	801
avantimorocha_1	other	8294	86	1519
apelcine_production	other	32995	506	1578
chabnabbit	other	1281	993	819
clippergawdz	other	6081	6001	1361
blogdaluluoficial	other	26836	7484	358
culturetoronto	other	3318	4587	531
bullbody84	other	29536	1777	999
aslobcomesclean	other	9212	693	671
brittani.hegwood	other	1415	1625	353
audio_cassette	other	1932	888	820
ebscurlytv	other	34074	897	1150
chico_1980	other	1848389	531	709
designmaketeach	other	2130	302	1450
cosmobeautyboss	other	4851	371	2004
bonniekathryn	other	5079	590	410
classiccarlos	other	1018	966	939
a_p_gq	other	8962	128	869
b97neworleans	other	3481	296	1063
angusnelson	other	1523	1200	1502
bostheaterproducties	other	1509	240	712
charlesnevers	other	1730	806	1057
alinezalko	other	2597	1038	870
davidbugenske	other	9428	745	1682
cc_me_on_it	other	1549	1878	1718
denisu81	other	11684	2844	3846
4bangerbuilder	other	6154	1095	325
boelterdesignco	other	216023	713	948
eluminamagazine	other	4522	1885	625
_effifit_	other	1407	757	627
davidsaragih	other	2577	5123	421
exuviance	other	13449	5340	334
enkhaliana	other	2187	881	1238
ana_svjetlicic	other	15492	2978	366
arezzouberlandiaoficial	other	5093	1744	523
aleiasaka_loves	other	18997	45	1491
ayoedebiri	other	2347	980	1324
beezyb8	other	1101	1361	918
edsonhcs	other	43532	446	1259
booksandlala	other	20670	464	529
erickcuestatv	other	55429	1515	2259
doorathea	other	2155	902	923
cruz_abelita	other	1336	792	286
anashtayim	other	1385	1257	591
alexamilesb	other	1065	5014	2269
blackandbravewrestling	other	66480	3	590
aspectacledowl	other	4291	1233	389
ameerdandan03	other	325920	73	533
ashaolivia	other	2913	982	453
dmochatraveler	other	4849	2851	863
adprensalara	other	1044	410	809
barefootjeephippy	other	2850	4016	2968
chadcantcolor	other	57425	399	2117
brianjpatterson	other	3333	1029	1891
autumnsauvan	other	3333	1122	507
elzol1079	other	11906	107	1817
30minutecrafts	other	4066	1794	476
abdallahnation	other	8774	56	506
debbiegibson	other	60598	3218	1525
fitluvinmom	other	44964	897	4118
booksandbighair	other	2040	960	389
firstround.pick	other	12122	7497	742
catcountry1071	other	1483	109	521
brumiranda	other	7190	249	1418
corinnamarie_sedlack	other	1029	1876	1779
dmcurvygirl	other	1289	1214	983
10neto	other	634744	290	1148
brianjwhite	other	158413	702	3554
cristalcarrington	other	2643	873	2329
bradbeal3	other	856703	409	277
douglasbooth	other	953827	522	710
bargnhtress	other	7237	6296	628
chefmitchiesmunchies	other	7557	2356	1370
aysetosunozalp	other	7962	1038	2773
aliceellagram	other	8618	2016	981
eiltopo	other	1020	464	366
domholmestattoo	other	26276	681	720
djkfish	other	1540	801	578
bblawncarekc	other	26800	7500	1226
_ayomoe	other	1210	2556	1082
fearlesslyoma	other	7443	1659	975
95sxhitmusicnow	other	2371	3043	847
apparitionmedia	other	8078	2437	594
deltamoxie	other	18133	6193	1562
emilydemelo	other	29110	3848	446
breezysmamager	other	1324	88	2620
fitchocoholic	other	2703	1124	1812
cat.lantigua	other	8603	1200	549
amitkarpe_adk	other	12679	471	375
chrishenriksen	other	53759	1341	381
beetology	other	8371	676	287
aboodaj4_bjj	other	6717	913	489
dosjotas2js	other	2501	874	459
chemicaldetox	other	18757	2818	1238
cassandramyee	other	4507	604	1531
crouchendmums	other	1131	349	265
christinemulhearne	other	2636	896	952
evertonri	other	868084	740	673
creative_mind_khadija	other	10587	792	1669
dailytargum	other	2127	134	1178
bastianschweinsteiger	other	9343333	64	797
adstasher	other	5406	7119	349
dadocesaro	other	185779	742	1546
danilogallogallinari	other	305820	864	1024
24hourrealcare.blog	other	6848	686	795
andromxda	other	1514	802	740
ayhollywood	other	217400	1848	8145
dadncharge	other	1959	2924	3140
cforcraig	other	7058	718	986
biancarose_art	other	3736	722	450
beautifulpaper	other	67182	805	4222
_moniquecoleman	other	353229	2235	2581
alexisrenard_art	other	1304	740	326
christystucker	other	3421	3576	1207
ashleyundead	other	2948	213	1119
bruninho1	other	1082836	1396	1629
aloysiusballard	other	1567	1894	2266
ashley.freiberg	other	18028	761	1439
dreamveebaby	other	5110	1120	1339
evapizarrov	other	2697	715	360
adonissuperman	other	196916	111	1401
djholiday	other	213393	453	821
adamglove	other	15645	7157	4204
adienynunez	other	26947	993	545
esamalkhamri	other	146499	962	1959
aubusson_r_four	other	2197	1078	454
columbiajournalismreview	other	2448	1164	332
dado_motta	other	1176	425	439
chicburnie	other	12364	5684	1044
buildit.loveit.shareit	other	1334	2106	340
canoopsy	other	8856	163	1133
djhapa	other	32499	2017	623
brookeblogs	other	3493	3817	913
allydameshghi	other	1060	1063	1591
djniconunez	other	3627	719	516
amiralumbly	other	12711	2816	322
creativeroyalvision	other	1110	2080	2945
411mommas	other	1873	2510	421
flipandstyle	other	28304	166	771
austinnotduncan	other	397479	68	682
d2dmom	other	2029	1927	575
curvesandacarryon	other	4469	3008	3471
deepakkalra	other	8654	993	597
dpjmw5	other	1714	1606	998
barbaralustoza	other	1678	1377	600
1stopmom	other	3762	3453	1328
chudaskincare	other	1887	840	589
firsttoeleven	other	11879	1062	489
b_lovemarqui	other	1856	1749	437
ajuliarabello	other	365709	1257	1082
chrisgoertz	other	12012	1152	584
dieetwasanderejuristin	other	2107	200	424
eniinails_italia	other	6907	72	320
burlapandblue	other	2320	668	1493
calebcastille	other	12900	1133	512
britneytokyo	other	160664	766	2413
bellesserestyle	other	14638	495	374
bretthoebel	other	23033	2190	1607
asamplingbeeblog	other	8435	7478	1014
babbleonbrooke	other	2902	2207	332
brentdougherty3hl	other	1829	319	851
cinnamonhollow	other	2349	148	390
ednalins100_	other	23037	6970	941
emmibee	other	4296	2637	1217
aaronnicholss	other	6300	2935	776
cinnamoniboni	other	28108	359	676
demarcusware	other	688440	485	2903
artsyfartsymama	other	6031	879	2153
anragram	other	1155	759	616
dougtannahill	other	10896	3665	702
amourstreetstyle	other	2156	1053	524
divinelifestyleblog	other	26511	4885	287
djhappycolors	other	22639	1078	754
dallasmomsblog	other	9506	1467	3284
claudiodibiagio	other	87519	1054	1608
flygrids	other	252575	291	1584
buckfdez	other	6955	101	477
aamitolagum	other	45609	1040	396
cuttincornersvinyl	other	3590	253	428
alforancomedy	other	44314	1972	658
chrismelberger	other	113019	500	1284
bcbonline_	other	1811	1196	364
averagesocialite	other	26190	4634	1684
beyanaverage_	other	6022	983	352
ammarhina	other	1035	103	535
___gabriella_	other	2278	944	7575
destinymalibu	other	133069	468	833
annakendrickvn	other	12233	606	2007
elizableu	other	111094	5971	1325
ebowerwrites	other	1134	1480	1785
adcriaepersonaliza	other	1501	543	320
ashabutterflys	other	5169	3449	2141
cleanfreshbeauty	other	8262	4978	652
ashleyspivey	other	38826	1595	3302
arnaugriso	other	50570	341	349
authenticangela	other	5641	1008	2595
firstverseapparel	other	16545	5363	1848
aquaheart	other	3970	598	2197
becomingfamily	other	2863	2493	635
alvarezlorenaalvarez	other	1456	1255	365
aflintoff11	other	519444	105	973
b1039radio	other	3751	32	1432
chuckacious	other	12016	2918	2966
fionarhatigan	other	5639	669	511
avery_sage	other	8399	2395	355
dreknott	other	10579	1402	1198
ericdier15	other	769603	254	301
bblogbymelissa	other	4965	719	1001
fatimahkhaidir	other	1460	6816	392
cjwarbrick	other	3309	3341	322
farmingdalemacaronikid	other	1169	1378	757
exeis_ena_lastixaki	other	4530	3650	1394
agentlemans.world	other	30005	3415	684
doctorpari	other	7312	2199	366
aromagold3in1	other	2103	2394	413
bryggverket	other	2345	676	615
brendendahle	other	9917	301	863
absolutelyyamber	other	16821	794	542
beyelerdominic	other	138219	899	393
dustyray	other	257772	1788	2937
dancinghotdogs	other	1230	657	2771
blewsteel	other	10813	3048	643
alexneuman18	other	4209	2536	379
991themix	other	1232	1010	415
femalebones	other	1210	1039	2061
chrispirillo	other	28714	629	4159
bahgutierrez	other	9281	1252	472
abhradeepdutta	other	17695	2115	298
elitebloggers_czsk	other	3417	33	405
catherinejkim	other	62685	713	361
ajd_20	other	29425	834	631
blakeyap	other	4329	726	1725
413__fitness	other	5178	2978	910
daigothebeast	other	24728	126	288
dave_brownsound	other	33435	1497	2047
bubs_11	other	4783	830	1274
bloggingmomof4	other	2741	2258	687
creazionidasogno	other	1833	871	1426
birdspotting	other	184160	85	444
ericethridgemusic	other	36985	6639	556
ckachelmuss	other	9412	6420	2009
belrodrigues13	other	82058	537	821
christie.langendorf	other	9396	4658	258
abdinegaraid_	other	5590	585	586
carmenonair	other	17968	1147	2544
actorcarlosayala	other	48222	819	923
fawn_parties	other	14462	1413	381
damn_gina86	other	2235	889	3415
boriskodjoe	other	872219	2159	989
eddietheshow	other	11323	90	293
239cheatle	other	19509	1578	498
eleonoracrali	other	13183	3997	515
charlottegrillco	other	1170	613	356
evanburristrout	other	1562	968	456
domharveynz	other	36138	2631	1015
ffabretti	other	2487	1093	652
arealurbanmom	other	2362	1624	1401
dexterdarden	other	189463	1796	1007
classic_caps_corp	other	3737	299	741
dexterityfaby	other	2267	7353	980
dboorstein	other	1617	1716	1117
equilume	other	1219	286	299
ensmorgana	other	16172	97	321
firepluswife	other	5904	2458	536
elynn927	other	24655	98	1790
antonitudisco	other	283587	994	594
dadsdiary	other	12099	5840	937
andrewknisley	other	2132	509	1434
aninhacarolina	other	11244	721	335
ckaylim	other	30290	462	658
biscuitsnmakeup	other	29925	1064	938
amgreetings	other	12144	641	916
alvarodigital	other	6615	400	343
federicoflamminiialbani	other	5320	3982	924
christyclips	other	64870	544	514
bashtheentertainer	other	162944	1373	644
dotmvsic	other	6669	568	495
asparkleofgenius	other	17736	1757	3557
etspeaksfromhome	other	4112	1564	984
awefilledhomemaker	other	2137	808	820
_mellissima_	other	16877	3078	329
cocochanelhood	other	7132	1042	314
ameliaa.lee	other	1103	948	1437
dymond_lashay	other	2620	3491	1423
dont___miss_the_shot__	other	1360	1882	961
domanishoes	other	141418	376	339
amymeekspac	other	2424	1016	986
amyg.rd	other	1139	227	915
christianawalker	other	2439	752	679
dunn_be_like	other	28395	697	953
andysubohm	other	2958	2984	902
biancataylorfitness	other	114421	259	571
ap.gennergomes	other	1791	139	1414
949thepoint	other	2398	550	764
5secondsofalltime	other	33884	4337	1922
bushwickdaily	other	19625	917	2635
candid.mama	other	7932	829	1225
battlefront_captures	other	32091	63	851
cupcakebands	other	6492	3528	924
beautyacrosstheart	other	1401	562	407
eng.m6r	other	1878	7316	1238
_missnaejolie	other	4784	4445	385
elmakias	other	413670	1	2667
beautysouthafrica	other	4336	372	1106
amybucklesbookshelf	other	2509	566	186
bdubble88	other	2501	885	683
benze_lohan	other	85572	1059	1475
armiehammer	other	1051292	1308	1014
diego_reyes13	other	1157596	861	398
chrispombonyo	other	24454	1363	1162
aminesidharth4you	other	1548	1798	2014
1crazyhousetips	other	13371	473	405
divaness28	other	1226	1192	3447
chloearnoldtaps	other	73835	6252	1347
catpizzas	other	1086	661	420
alexpereznet	other	10687	1122	3317
ddwyer14	other	289396	745	1394
arianabrianne	other	1023	1090	867
1079thelink	other	1967	1003	1598
chalkboardnails	other	242010	1076	2138
eda.temucin	other	1970	1930	653
fazebloo	other	314273	139	336
benruemusic	other	28439	7000	734
dixieandtwine	other	39092	469	1590
0mummyconfessions0	other	2063	6009	471
atpcreative	other	17469	748	2162
blogliteraturese	other	37030	1118	1134
_eazybreezy	other	1962	845	1102
babastudios	other	1324	825	375
emmakimilainen	other	16290	401	514
djstaisean	other	10668	1231	744
camerontewson	other	36055	570	451
barbiesbeautybits	other	17458	3479	593
caradelevingne	other	41352873	1679	3811
digitalcontentlab	other	4166	2624	900
bloggingmama	other	2213	1970	830
dangerusswilson	other	3433553	34	2344
bjc3000	other	8735	2304	1572
asaprajy	other	2816	879	2951
dexrated	other	31372	1786	1185
bitwitkyle	other	130952	162	820
camilaachutti	other	16256	2034	1197
eveyscreations	other	2295	4241	3320
chelseahrynickbrowne	other	11916	0	421
dat_life_photography	other	2293	361	594
beatsbyjon	other	3948	349	483
agleu.mama	other	24947	104	325
fabiofogna	other	340442	228	722
ashantiafricana	other	2440	3473	1333
debguitars	other	2049	350	748
alyraisman	other	2338421	507	2797
aijamayrock	other	24091	998	713
dralexgeorge	other	1398076	368	247
_gunter	other	1016	1362	317
alltimepatsfan24	other	1515	7197	341
fashionofphilly	other	7969	3685	2287
_moolboots	other	1152	1905	1507
fiyahh1	other	1300	4064	617
danielledelaite	other	22298	1584	1028
ashleylindleyshaffer	other	89801	338	567
billionairesrow	other	68989	152	10217
ankit.bathla10	other	35356	148	1157
davidflannery	other	59774	3133	434
dayanamendoza	other	1446188	947	860
eighteen25girls	other	58719	1428	1037
carolyn.vasko	other	3550	1040	324
enicoreblimey	other	3108	1521	449
alanjouban	other	59490	432	1884
creatorhq_	other	1505	1463	511
amandatatkomua	other	7210	7404	388
alia	other	2537488	313	630
ashawashh	other	1203	1551	719
calitandrea	other	1218	957	622
diggywantsthed	other	163049	3040	3406
aurabond	other	1610	954	763
adriannammason	other	2235	2418	627
durham.su	other	1710	380	384
amberlynnxoxo	other	14320	4320	879
actorkevintan	other	1994	879	1200
blanca_suarez	other	2944433	677	1853
andikathetitans	other	13072	211	757
barbiexanax	other	32712	4020	2524
egyptofficial	other	4068	937	650
babbuthepainter	other	57530	642	730
amyboylephoto	other	3075	3283	2425
dunnie	other	35201	1187	2781
carlomolfetta	other	13417	1474	325
adele_carter	other	9412	1918	569
alibinyc	other	10847	278	1056
b_asmar	other	1073	824	718
chelseakrost	other	26046	7446	2178
ariellekebbel	other	549887	792	1374
drcristina_dubai	other	12361	1116	1477
angigreene	other	143127	497	1283
daneesuave	other	101869	1300	1059
baumanelise	other	141383	507	619
corinnedecost	other	9984	285	453
diegosillvaa	other	1082	635	428
alexscott2	other	154558	702	1201
elektrikpeople	other	2056	467	460
diamondoodles	other	43642	1248	1469
ahleessac	other	2323	238	444
ethereal.1	other	152464	995	521
aishutanna	other	7707	6111	175
ausxc	other	1083	196	382
aprilnicolerain	other	8221	6889	399
clementcreativecollective	other	3130	1899	1010
bellissimabrides	other	1230	797	418
chasingjohnson	other	1026	106	382
_annamelissa	other	2714	1060	1742
almamicic	other	1075	941	753
commoncentsmom	other	5388	3421	3148
carneljohnyeup	other	2621	1146	398
abbeysy	other	123424	702	1753
deegarciaradio	other	6227	1545	2061
billy_ndanusa	other	1148	392	633
djfive	other	41953	1822	518
aryerri	other	17979	514	1475
babygirl_lilcookie	other	1137	983	3064
beautybyluchessa	other	2294	1121	677
amritdasu	other	40106	448	702
devinalexander	other	21540	1122	1183
eventsbychristina	other	13312	1509	911
dereleektv	other	260073	213	401
callumm556	other	1067	555	644
arahmahalqasimi	other	72500	321	484
cosmelista	other	30126	1212	705
dolanbloom	other	5394	623	384
dankabartekova	other	6501	848	241
butlikesrsly	other	1031	971	712
blondiefrommd	other	1794	7008	563
chrisfdsilva	other	16227	494	391
candaceparker	other	406199	943	880
